"codigo","chave","nome","categoria","familia","classes","nivel_item","atributos","requisitos","descricao","loja_oficial","marketplace","motivo_comercial"
"5147","10-27","Dark Steel Gloves","Luvas","Armadura","Dark Lord (classe inicial)","75","velocidade de ataque 5, defesa 21, durabilidade 70","força 84, agilidade 22","Dark Steel Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 5, defesa 21, durabilidade 70. Requisitos: força 84, agilidade 22. Uso permitido: Dark Lord (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5148","10-28","Dark Master Gloves","Luvas","Armadura","Dark Lord (classe inicial)","89","velocidade de ataque 4, defesa 29, durabilidade 78","força 80, agilidade 21","Dark Master Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 4, defesa 29, durabilidade 78. Requisitos: força 80, agilidade 21. Uso permitido: Dark Lord (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5149","10-29","Dragon Knight Gloves","Luvas","Armadura","Dark Knight (segunda classe)","114","velocidade de ataque 7, defesa 60, durabilidade 90","nível 380, força 170, agilidade 60","Dragon Knight Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 7, defesa 60, durabilidade 90. Requisitos: nível 380, força 170, agilidade 60. Uso permitido: Dark Knight (segunda classe). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5150","10-30","Venom Mist Gloves","Luvas","Armadura","Dark Wizard (segunda classe)","111","velocidade de ataque 7, defesa 44, durabilidade 86","nível 380, força 44, agilidade 15","Venom Mist Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 7, defesa 44, durabilidade 86. Requisitos: nível 380, força 44, agilidade 15. Uso permitido: Dark Wizard (segunda classe). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5151","10-31","Sylphid Ray Gloves","Luvas","Armadura","Fairy Elf (segunda classe)","111","velocidade de ataque 7, defesa 50, durabilidade 86","nível 380, força 38, agilidade 80","Sylphid Ray Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 7, defesa 50, durabilidade 86. Requisitos: nível 380, força 38, agilidade 80. Uso permitido: Fairy Elf (segunda classe). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5152","10-32","Volcano Gloves","Luvas","Armadura","Magic Gladiator (classe inicial)","127","velocidade de ataque 7, defesa 55, durabilidade 95","nível 380, força 145, agilidade 60","Volcano Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 7, defesa 55, durabilidade 95. Requisitos: nível 380, força 145, agilidade 60. Uso permitido: Magic Gladiator (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5153","10-33","Sunlight Gloves","Luvas","Armadura","Dark Lord (classe inicial)","110","velocidade de ataque 5, defesa 40, durabilidade 82","nível 380, força 62, agilidade 16","Sunlight Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 5, defesa 40, durabilidade 82. Requisitos: nível 380, força 62, agilidade 16. Uso permitido: Dark Lord (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5154","10-34","Ashcrow Gloves","Luvas","Armadura","Dark Knight (classe inicial)","61","velocidade de ataque 6, defesa 18, durabilidade 72","força 160, agilidade 50","Ashcrow Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 6, defesa 18, durabilidade 72. Requisitos: força 160, agilidade 50. Uso permitido: Dark Knight (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5155","10-35","Eclipse Gloves","Luvas","Armadura","Dark Wizard (classe inicial)","61","velocidade de ataque 6, defesa 15, durabilidade 54","força 53, agilidade 12","Eclipse Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 6, defesa 15, durabilidade 54. Requisitos: força 53, agilidade 12. Uso permitido: Dark Wizard (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5156","10-36","Iris Gloves","Luvas","Armadura","Fairy Elf (classe inicial)","61","velocidade de ataque 6, defesa 22, durabilidade 59","força 50, agilidade 70","Iris Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 6, defesa 22, durabilidade 59. Requisitos: força 50, agilidade 70. Uso permitido: Fairy Elf (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5157","10-37","Valiant Gloves","Luvas","Armadura","Magic Gladiator (classe inicial)","91","velocidade de ataque 7, defesa 27, durabilidade 81","força 155, agilidade 50","Valiant Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 7, defesa 27, durabilidade 81. Requisitos: força 155, agilidade 50. Uso permitido: Magic Gladiator (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5158","10-38","Glorious Gloves","Luvas","Armadura","Dark Lord (classe inicial)","91","velocidade de ataque 5, defesa 25, durabilidade 74","força 80, agilidade 21","Glorious Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 5, defesa 25, durabilidade 74. Requisitos: força 80, agilidade 21. Uso permitido: Dark Lord (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5159","10-39","Violent Wind Gloves","Luvas","Armadura","Summoner (classe inicial)","24","velocidade de ataque 6, defesa 9, durabilidade 36","força 22","Violent Wind Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 6, defesa 9, durabilidade 36. Requisitos: força 22. Uso permitido: Summoner (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5160","10-40","Red Wing Gloves","Luvas","Armadura","Summoner (classe inicial)","44","velocidade de ataque 8, defesa 13, durabilidade 42","força 18, agilidade 4","Red Wing Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 8, defesa 13, durabilidade 42. Requisitos: força 18, agilidade 4. Uso permitido: Summoner (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5161","10-41","Ancient Gloves","Luvas","Armadura","Summoner (classe inicial)","61","velocidade de ataque 7, defesa 19, durabilidade 54","força 52, agilidade 16","Ancient Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 7, defesa 19, durabilidade 54. Requisitos: força 52, agilidade 16. Uso permitido: Summoner (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5162","10-42","Demonic Gloves","Luvas","Armadura","Summoner (segunda classe)","70","velocidade de ataque 6, defesa 26, durabilidade 67","força 50, agilidade 10","Demonic Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 6, defesa 26, durabilidade 67. Requisitos: força 50, agilidade 10. Uso permitido: Summoner (segunda classe). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5163","10-43","Storm Blitz Gloves","Luvas","Armadura","Summoner (segunda classe)","87","velocidade de ataque 6, defesa 34, durabilidade 75","nível 380, força 56, agilidade 20","Storm Blitz Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 6, defesa 34, durabilidade 75. Requisitos: nível 380, força 56, agilidade 20. Uso permitido: Summoner (segunda classe). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5164","10-44","Eternal Wing Gloves","Luvas","Armadura","Summoner (segunda classe)","102","defesa 29, durabilidade 86","nível 380, força 62, agilidade 20, energia 170","Eternal Wing Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra defesa 29, durabilidade 86. Requisitos: nível 380, força 62, agilidade 20, energia 170. Uso permitido: Summoner (segunda classe). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"5165","10-45","Titan  Gloves","Luvas","Armadura","Dark Knight (classe inicial)","100","velocidade de ataque 7, defesa 56, durabilidade 86","nível 380, força 222, agilidade 32","Titan  Gloves é um item da família armadura, catalogado em Luvas. A configuração atual registra velocidade de ataque 7, defesa 56, durabilidade 86. Requisitos: nível 380, força 222, agilidade 32. Uso permitido: Dark Knight (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
